paragem_nome,gid_DMT,gid_AMP,Situação,Designaç,Designa_1,nome_oficial,Local,Freguesia,Linhas_STC,Linhas_UNI,Zona_Andan,longitude,latitude
Rua Ferroviário,359,0,Ativa,R. Boa Hora,R. Boa Hora,R. Boa Hora,Rua Ferroviário,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.66292463789863,41.2118777365616
Rua Boa Hora,360,0,Ativa,R. Padre Porto Carrero,R. Padre Porto Carrero,R. Padre Porto Carrero,Rua Boa Hora,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.665637184077674,41.21244719567123
Rua Ponte do Carro,361,0,Ativa,Ponte do Carro,Ponte do Carro,Ponte do Carro,Rua Ponte do Carro,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",N/A,"5014, 5102",MTS1,-8.665254514996269,41.210762651014214
Rua Ponte do Carro,362,0,Ativa,Gatões,Gatões,Gatões,Rua Ponte do Carro,"Guifões (União das freguesias de Custóias, Leça do Balio e Guifões)",503,"5014, 5102",MTS1,-8.665156157868388,41.21085562688195
Rua Laranjeiras,368,0,Ativa,Escola Sec. Abel Salazar,Esc. Sec. Abel Salazar,Escola Sec. Abel Salazar,Rua Laranjeiras,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),604,5010,MAI1,-8.605353677074898,41.19745211342338
Rua Laranjeiras,369,0,Ativa,Escola Sec. Abel Salazar,Escola Sec. Abel Salazar,Escola Sec. Abel Salazar,Rua Laranjeiras,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),604,5010,MAI1,-8.605517645255864,41.196946096135136
Rua Laranjeiras,371,0,Inativa,Escola Sec. Abel Salazar,Escola Sec. Abel Salazar,Escola Sec. Abel Salazar,Rua Laranjeiras,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),,,,-8.605105000085626,41.1963959999799
Rua Moalde,372,0,Ativa,Almirante Reis,Almirante Reis,Almirante Reis,Rua Moalde,Sâo Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,MAI1,-8.6049904174696,41.194238427909305
Rua Moalde,373,0,Ativa,Almirante Reis,Almirante Reis,Almirante Reis,Rua Moalde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,N/A,MAI1,-8.604954166511948,41.19404930445233
Rua Oliveira Gaio,374,0,Ativa,Oliveira Gaio,Oliveira Gaio,Oliveira Gaio,Rua Oliveira Gaio,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),705,N/A,MAI1,-8.604193636680215,41.187582391113665
Rua Gonçalves Zarco,375,0,Ativa,Ponte do Carro (Sta. Cruz),Ponte Carro,Ponte do Carro (Sta. Cruz),Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5004, 5009, 5013, 5102",MTS2,-8.674918965529917,41.21469269176372
Rua Gonçalves Zarco,376,0,Ativa,Ponte do Carro (Sta. Cruz),Ponte Carro,Ponte do Carro (Sta. Cruz),Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5004, 5009, 5013, 5102",MTS2,-8.674777089742525,41.21461723731025
Rua Gonçalves Zarco,377,0,Ativa,Monte Avó,Monte Avó,Monte Avó,Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5004, 5009, 5013, 5102",MTS2,-8.675542547576997,41.21249396967901
Rua Gonçalves Zarco,378,0,Ativa,Monte Avó,Monte Avó,Monte Avó,Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5004, 5009, 5013, 5102",MTS2,-8.675445144500351,41.212504077394144
Rua Gonçalves Zarco,379,0,Ativa,Mirão,Mirão,Mirão,Rua Gonçalves Zarco,"Santa Cruz do Bispo (União das freguesias de Perafita, Lavra e Santa Cruz do Bispo)",508,"5004, 5009, 5013, 5102",MTS2,-8.676367650061446,41.21071698493249
Rua Cruz de Pau,381,0,Ativa,Parque de Real,Parque de Real,Parque de Real,Rua Cruz de Pau,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5001, 5101, 5102, 5104",MTS1,-8.673045975829835,41.1798034569432
Rua Cruz de Pau,382,0,Ativa,Cruz de Pau,Cruz de Pau,Cruz de Pau,Rua Cruz de Pau,Matosinhos (União das freguesias de Matosinhos e Leça da Palmeira),N/A,"5001, 5101, 5102, 5104",MTS1,-8.672842646162783,41.179932936445134
Rua Henrique Bravo,390,0,Ativa,Tv. Henrique Bravo,Tv. Henrique Bravo,Tv. Henrique Bravo,Rua Henrique Bravo,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),705,"5011, 5104, 6011",MAI1,-8.601413855849541,41.19551479876703
Avenida Conde,392,0,Ativa,S. M. Infesta (Igreja),S. Mamede,S. M. Infesta (Igreja),Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104, 6011",MAI1,-8.610003413625567,41.19340990318501
Avenida Conde,394,0,Ativa,Godinho Faria,Godinho Faria,Godinho Faria,Avenida Conde,São Mamede de Infesta (União das freguesias de São Mamede de Infesta e Senhora da Hora),506,"5010, 5011, 5104",MAI1,-8.612047280412273,41.193014851306465
Avenida Dr. Antunes Guimarães,395,0,Ativa,APDL,APDL,APDL,Avenida Dr. Antunes Guimarães,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),507,"5002, 5017, 5102",MTS2,-8.703100270392296,41.18808267821725
A28,396,0,Ativa,Hipódromo,Hipódromo,Hipódromo,A28,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),"507, 601",N/A,MTS2,-8.683578871185755,41.19741898435035
Rua Sardoal,397,0,Ativa,Pedras Novais,Pedras Novais,Pedras Novais,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.705633327691395,41.19878718488873
Rua Sardoal,393,0,Ativa,Pedras Novais,Pedras Novais,Pedras Novais,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.705782278394098,41.198957255183075
Rua Sardoal,398,0,Ativa,Sardoal,Sardoal,Sardoal,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.704225565589393,41.195715525167486
Rua Sardoal,399,0,Ativa,Sardoal,Sardoal,Sardoal,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.704013250295878,41.195679632443586
Rua Sardoal,400,0,Ativa,Combatentes,Combatentes,Combatentes,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.702678960549816,41.19329443638842
Rua Sardoal,401,0,Ativa,Combatentes,Combatentes,Combatentes,Rua Sardoal,Leça da Palmeira (União das freguesias de Matosinhos e Leça da Palmeira),N/A,5001,MTS2,-8.702495395696998,41.19338845546302
